,Tiếng Việt,Kon Tum,Gia Lai,Bình Định
586,hứng,,,dơbơ̆ng
587,nhảy xuống,,,"dơbuh, adruk"
588,nhảy xuống,,,"dơbuh, adruk"
589,dao rựa,,,dơbưk
590,dao phát,,,dơbưk muih
591,sáu,tơdrâu,,dơdrơ̆u
592,co kéo,,,dơdui
593,ghen tị,,Pơ anhẽng,dơgal
594,chiếm,,,dơgal yŏk
595,giành lấy,,,dơgal yŏk
596,nhánh,kơwah,,dơgiêng
597,xum xuê,"rơpung rơpang, rơlũm",,dơgiêng lư
598,vật nhau,tơklom,,dơglưm
599,gẫy,,,dơgơ̆
600,oẹ,,,dơlô̆
601,cọc,"jơnglơng, bơnơng, pơnơng",,dơngưl
602,cọc,"jơnglơng, bơnơng, pơnơng",,dơngưl
603,chô,,,dơnŏ
604,nơi,dơdrăng,,dơnŏ
605,nghèo,"hin, tơnuh, dơnuh",,dơnuh
606,nghèo khổ,,,dơnuh nan
607,hong,,,dră
608,phơi,,,dră
609,bề bộn,,,dră drang
610,reo,dreo,,driêu
611,hét,tơkẽch,"Ôr, tơkẽch, hơdrãi","driêu, angiêng"
612,sợi,"büi, tơkơng",,drŏng
613,chiếc,,"tong, Blah, pôm","blah, drŏng, hlak"
614,đuổi,"gah, druh","tơdruh, puh, Druh, pơdor","tiê̆, druh"
615,đuổi đi,,Puh tơveh,"adrang, druh"
616,cô,,,duch
617,dì,,,duch
618,mợ,,,duch
619,thím,,,duch
620,cô giáo,,,duch pơtho
621,kéo,dui,"Ot – Anho`ng ot bro` iă dêh., hor, Săng kep, Hiot - Nhôn ngôi hiot tơle`i., pơdu`ng, Dui","hyot, dui, dui , săng chơkep "
622,níu,hiot,,dui
623,dìu nhau,,,dui dih bơ̆l
624,cổng,,,dul
625,nhặt,,,duônh
626,vụng về,lŭl,,dư dư
627,nước,"blăng, dak",,đak
628,lụt,hơhŭl,,"đak tih, đak bơbŏ"
629,lụt,hơhŭl,,"đak tih, đak bơbŏ"
630,nước lụt,,,"đak tih, đak bơbŏ"
631,nước lụt,,,"đak tih, đak bơbŏ"
632,mồ hôi,"bu-uh, pơ-uh",,đak chơ-uh
633,xoáy nước,,,đak dơwing
634,sương,,,đak lơngom
635,nước mắt,,,đak măt
636,vũng nước,,Thung đak,đak pơluk
637,mật ong,,,đak sut
638,lũ,lu,,đak tih
639,cơn lũ,,,đak tih
640,sữa,,,đak toh
641,gươm,,Đao,đau
642,năm,,,"pơđăm, đăm, sơnăm, sơnăm nau piêu"
643,họ,,"sư, Bre, đe","kơtum kơtŏng, đe"
644,người ta,de,,đe
645,các,,,đe
646,trẻ,hơmuh,,"đe hơ yoh, đe hơ yĕ, đe yoh, lốp"
647,trẻ,hơmuh,,"đe hơ yoh, đe hơ yĕ, đe yoh, lốp"
648,nít,,,đe yoh
649,trẻ,hơmuh,,"đe hơ yoh, đe hơ yĕ, đe yoh, lốp"
650,đẻ,,"su, Hơiơch",đeh
651,hình,,Rup,"hĭnh, điah"
652,chạm trổ,bơ jơ rang,,điah
653,dấu,,,điêl
654,dấu vết,dêl,,điêl
655,chưa,"tam, dim",,đim
656,sót,,,đim đi
657,dở,,,"bĭ thê̆, đim keh"
658,chưa xong,,,đim keh
659,kém,chrôih,Hotu`k,"biê̆ loi, đim khơh"
660,không giỏi,,,đim khơh
661,cả,,,"jơlang, đí, plăt"
662,tất cả,dĭ,,đí
663,hết,"klaih, dĭ, adrĕng, tô ch, dăp","Kơtẽch, đi`, pơđi`, tôch","gĕh, đí"
664,không còn,,,đí
665,kiệt sức,"lal hơlal, rơđôih, kơblăk",,đí pran
666,đeo,doh,"đoh, B`ot, b`ăk, yeng","đoh, bot, bĕng"
667,tai,don,,đon
668,khỉ,,,đŏk
669,cong,"kŏk, kơdĕu, go, po’küch, gai, jơkũch, jok, chŏng wŏng",,đŏng
670,vênh,,,đŏng
671,quanh co,,,đŏng đeu
672,uốn lượn,,,đŏng đeu
673,thức ăn,bơlun,,"nhem sa, đô sa, đô sa "
674,bạn,,,"ban, đôi"
675,bạn,,,"ban, đôi"
676,nổi,"chơmron, dông, chơgron",,"gŏ, đơng"
677,trôi,,,đơng
678,dạt,,,đơng tơkan
679,trôi dạt,,,đơng tơkan
680,được,"ahơ̆m, bloh, hanhŭ, êu",Gơh,đơ̆i
681,có,"ơ̆i, dei, dơi",,"ơĭ, đơ̆i"
682,cám,dơ̆k,Đỡk,đơ̆k
683,ngớ ngẩn,,,đu
684,bực,,,đuk
685,dỗi,,,đuk
686,tức giận,,,đuk
687,chín,"dum, tơxin",,"đum, sĭn"
688,cũ,,,"kră, đunh"
689,lâu,nhoy,Đunh,đunh
690,thỉnh thoảng,phŏ phŏ ,,đunh đunh
691,cao,tang guang,"Pơ gang, Rơnhong, chrang, Kao, kơjung","đuôĭ, yơl, kơjung"
692,dài,"jôr, tai, dô, kơjung",,đuôĭ
693,mũ,,,đuôn
694,nón,,,đuôn
695,lôi,,,đuôt
696,rút,,,đuôt
697,rụt,,,đuôt
698,lúc đầu,jôigơgỡl,,"jơnang pơtơm , đưng pơtơm, jơnang pơtơm"
699,lúc đầu,jôigơgỡl,,"jơnang pơtơm , đưng pơtơm, jơnang pơtơm"
700,sau,rỡng,,"đưng kơdŭ, đưng rĭng"
701,sau,rỡng,,"đưng kơdŭ, đưng rĭng"
702,phía sau,tơrõng,,"đưng kơdŭ, đưng rĭng"
703,phía sau,tơrõng,,"đưng kơdŭ, đưng rĭng"
704,sau đây,,,đưng rơ̆ng nơ̆u
705,từ lâu,,,đưng sơ̆
706,từ,dơ̆ng,,đưng
707,đến,blep,"kơ, Truh, thar","tơkan, truh"
708,april,,,"thô̆ pŭn, e, dôm"
709,mày,e,,ih
710,uống,"pop, et",,et
711,bên,"joi, gah, ni","Gah, pah",gah
712,phía,,,"tơkan, gah"
713,hướng,"ptfnhöng, kơchong",,"tơkan, gah"
714,ngoài,hơgah,,"gloh, loi , gah agah, agah"
715,bên cạnh,,Gah mum,gah agah
716,ngoại trừ,tơhmih kơ ,,gah agah
717,đông,pu,"Lơ, Pôi","lư, gah năr lĕch, tơngiêt"
718,phía đông,,,gah năr lĕch
719,tây,,,gah năr mữt
720,phía tây,,,gah năr mữt
721,ghen,,Gar,gal
722,hẳn,,,gan
723,hoàn toàn,keh kol,Đĩ đăng,gan
724,đen,"jü, ak, brăng, găm","Ju` - Kon kồ jủ hnam Inh., Hơbu`ng - Hnam mai răt brai hơbủng tơyơ?, Găm - Kơ b`ang găm oẽi tơlăm",găm
725,mượt mà,"gơhanh, rơhanh, bia",,găm lơmek
726,đen kịt,"dơdiu, kơdiu","Găm b`lik, găm suek,  jơjueng",găm sơnguat
727,ché,,,ge sơdrô
728,vò rượu,,,ge sơdrô
729,hết,"klaih, dĭ, adrĕng, tô ch, dăp","Kơtẽch, đi`, pơđi`, tôch","gĕh, đí"
730,hạt,"gĕr, găr",,gĕl 
731,hột,,Găr,gĕl 
732,ngôi,nu,,"gĕl , drŏng"
733,con,,,"gĕl, gĕl , kon, hlak, tŏ"
734,quả,,,"gĕl , plĕi"
735,hạt,"gĕr, găr",,gĕl 
736,lòng trắng mắt,,,gĕI măt bak
737,đặc biệt,pha kơdih,Phara hloh,gĭt găl 
738,sét,glaih,,glaih 
739,hại,,,"brơh, glaĭ "
740,có hại,,,glaĭ 
741,mệt,"pơh, gleh",,glêh 
742,mệt mỏi,gleh glăn,,glêh glang 
743,lim dim,"tẽp nher, tip nhir, ttfnhäk tdnher, nhoi",Hơanher,gling gling
744,hơn,,,"loi , loi, gloh"
745,hơn,,,"loi , loi, gloh"
746,ngoài,hơgah,,"gloh, loi , gah agah, agah"
747,ngoài,hơgah,,"gloh, loi , gah agah, agah"
748,lõm,,,"jrŭ tuôih, glô̆ glă "
749,bơi,glơi,,glơi 
750,ùa,,,glư̆ch truh 
751,ùa vào,,,glư̆ch truh 
752,gò,,"Kông lồk, pơ to`l",go
753,ve,,,gok
754,ve,,,gok
755,nổi,"chơmron, dông, chơgron",,"gŏ, đơng"
756,ấm,"kơpĭn, tơtỗ",,"gŏ ơ̆m, tơnŏ"
757,ấm,"kơpĭn, tơtỗ",,"gŏ ơ̆m, tơnŏ"
758,khuyên tai,gŏp,Gõp,gŏp
759,chờ,,,gô
760,đợi,,Gô,gô
761,phục kích,krăp,,gô adrol
762,sẵn sàng,,,gô đêch
763,khôn,,,"gô lui, alăng"
764,ngoan,,,gô lui
765,đón,dih,Sơng,gô răp
766,đỏ,"dum, brê","Djrêm, gôh",gôh
767,đá,kơdah,,"gơdah, tơmo"
768,đạp,"juă, jrot, dơ̆r, juey",Jroh,"kơdăp, gơdah, kơdah"
769,tán cây,dơdrêp,,gơdai long
770,xéo,,,"juô̆, gơdăp"
771,giẫm,,,"juô̆, gơdăp"
772,kèn,"tơdiẽp, tơgiẽp",Keng,gơdiêp
773,tỏi,,,gơdĭm
774,tắc,,,"tơhlăk, gơdơl"
775,ẩn,,,gơdơ̆u hli
776,trốn,,,"bơdô̆, gơdơ̆u hli, pơdŏ"
777,chuồng,kơdrang,,gơdron
778,gõ,"gơgŏ, kơgŏ, tơteng","Teng, tơkỡ, tơteng",gơgơ̆
779,biết cách,,,gơh
780,hiểu,,"Hlôh, wao","hlôh, gơh băt"
781,giỏi,rơgei,"Hơgẽi, juen, rơgẽi","hơgăi, agĕi, gơh hơgĕi"
782,gửi,,"hơtă, Gơih",gơi
783,gồ,,,gơk
784,gồ lên,,,gơk
785,cán,"gĕn, gơ̆r, glơng","Blong, gơ`r, Juă",gơl
786,chuôi,,,gơl
787,nguy hiểm,iŭ yêr,,"bơplênh, gơlaĭ"
788,nguy hiểm,iŭ yêr,,"bơplênh, gơlaĭ"
789,nghiêng,,,gơli
790,dựa,,,gơning
791,tựa,,,gơning
792,nhờ,,,"hmăng, gơnơm"
793,đống,"gơnŭk, kơnŭk",,"gơnŭk, pơnŭ "
794,bẻ,gơ̆,"hleh, Gơ`",gơ̆
795,cản,,"ga, Găn","gơ̆n, bơ̆t"
796,cản,,"ga, Găn","gơ̆n, bơ̆t"
797,ngăn cản,kơnă,,"gơ̆n, bơ̆t"
798,ngăn cản,kơnă,,"gơ̆n, bơ̆t"
799,khỏe,,,"grăng, jăng, pran"
800,lục lạc,"krĕng nĕng, nŏ nam",,grĕng nĕng
801,xe,gre,Gre,grê
802,xe,gre,Gre,grê
803,rè,,,grêh grêh
804,đồi,,"Groi, pơ kôl",groi
805,cao nguyên,,Char kông,groi kông
806,nhốt,kron,,"gron, kron"
807,vụng,,,"mŏch, grôl"
808,không khéo,,,grôl
809,lớn,,,"grông, tih"
810,thợ,thơi,,gru
811,sốt,bơlŏ,,"grŭn, bơlŏ"
812,sốt,bơlŏ,,"grŭn, bơlŏ"
813,sấm,grơ̆m,,grưm
814,loạng choạng,,Hơvir,grưng grê
815,há,,,ha
816,tan,hach,,"tơrai, hach"
817,tan,hach,,"tơrai, hach"
818,nát,kơmiĕl,,"tơrai, hach"
819,nát,kơmiĕl,,"tơrai, hach"
820,tan nát,,,hach hŏch
821,kiễng,,,hađĕn
822,kiễng lên,,,hađĕn
823,mửa,,,hăk
824,nôn,,,hăk
825,nhọn,nhueng,,han
826,sắc,"bơhar, pơhar",,han
827,nhọn hoắt,"tơjuẽk , dơjuĕch, jtfjuëch, chơjuĕk, jơjỡr, jơjuẽr",,han dêh
828,cưỡi,,,hau
829,leo,,,hau
830,trèo,,,hau
831,bao lâu,,,hăm đunh
832,bắt đầu,kiat,"Amăng blu`ng, pơ tơm","pơtơm , hăp"
833,nó,"hăp, hơ̆p, gi",,"sră, hắp, hơ, hăp"
834,nhỉ,"ka, kah",,he
835,xé,hek,Hek,hek
836,hút,"jrep, ngok, doch","doch,  ĩnh ưh kơ et hỡt., trep, Iep",hep
837,hay,nŏng,,"liêm, jah, hĕi"
838,hoặc,dah,Jah,"jah, hĕi"
839,rách,hiah,,hiah
840,rách nát,,,hiah hŏch
841,rách toạc,,,hiah hiông
842,rách rưới,rdmei,,hiah hiưng
843,khúc khích,,,"hiê hiê, hơh hah"
844,ho,"hniĕn, hiĕn",Hie`n,hiên
845,tức,pơ-ah,,"đuk, hil"
846,tức,pơ-ah,,"đuk, hil"
847,giận,"hil, bla kuk",,"đuk, hil"
848,giận,"hil, bla kuk",,"đuk, hil"
849,căm,,,hil areh
850,căm ghét,,,hil areh
851,hình,,Rup,"hĭnh, điah"
852,mất,,,hiong
853,kinh hãi,,,hiong bơngol
854,hao,,,hiong bơt
855,hao hụt,,,hiong bơt
856,ảnh,,,"hĭnh, kơhĭnh"
857,ảnh,,,"hĭnh, kơhĭnh"
858,tranh,,,hĭnh chih
859,lá,,Hla,hla
860,lá cây,hla,,hla long
861,giấy,"baar, hlabar, bar",,"pơsuh , hla bơ-ar, hla bơ-al"
862,giấy,"baar, hlabar, bar",,"pơsuh , hla bơ-ar, hla bơ-al"
863,cỏ gianh,,,"hla ja, ja"
864,cỏ gianh,,,"hla ja, ja"
865,rau tàu bay,,,hla grê
866,rau dền,hrŭm,,hla hrum
867,cờ,,,kơ
868,lá cờ,,,hla kơ
869,rau,,,hla nhem
870,lưỡi,"pla, tơlah , rơpiẽt",,"hla piêt, pla, piêt"
871,lưỡi,"pla, tơlah , rơpiẽt",,"hla piêt, pla, piêt"
872,lưỡi gà,pơngơk,,hla piêt yĕr
873,tờ,,,hlak
874,con,,,"gĕl, gĕl , kon, hlak, tŏ"
875,dễ,"hiôk, bônh",,"bônh, hlău"
876,dễ,"hiôk, bônh",,"bônh, hlău"
877,dễ dàng,,,hlău hlik
878,bứt,,,"hleh, kơsep "
879,hái,"phĕ, pĕ","hleh, Phẽ","hleh, kơsep , sêp"
880,lở,rơlỡm,,hlih
881,pha chè,,,hling tra
882,dội,,,"klŭ, hling"
883,dội,,,"klŭ, hling"
884,đổ,tơ-ũk,"Tuh phu, păk","klŭ, tuh, hling, păk"
885,đổ,tơ-ũk,"Tuh phu, păk","klŭ, tuh, hling, păk"
886,rót,hling,,"klŭ, hling"
887,rót,hling,,"klŭ, hling"
888,xa,ataih,"ataih, Hơtaih",hlŏ
889,xa Xôi,,,hlŏ hlang
890,thấp thoáng,,,"hlŏ hlŏ to, piêng glip"
891,hiểu,,"Hlôh, wao","hlôh, gơh băt"
892,khôn lớn,,,hlôh hlăk
893,sần,,,hlôl
894,sẵn sùi,,,hlôl hlal
895,cổng kểnh,,,hlôl hlal
896,ngập,"ngơ̆p, lơ̆p",,hlơp
897,mả,,,"sơlung aphău, hlung atău"
898,dòng nước,,,hlung đak
899,qua,,,"hluôi, kua "
900,quá,iĕl,,"hluôi, adrin"
901,ra khỏi,,,hluôi
902,băt rõ,,,hluôi
903,lún,,,hlup
904,bảo,akhan,"khan, wơh, Athe`i","hmăng, pơđam ăn, ploh"
905,nhờ,,,"hmăng, gơnơm"
906,nhờ vả,,,hmăng
907,ấn,pit,,hmĕt
908,nén,,,hmĕt
909,cất,,"ming, Amãn",hmiêt
910,cất đi,,,hmiêt
911,sửa,,,hming
912,chữa,bor,,"bơgang, hming"
913,chữa bệnh,,,hming ji
914,kiến,hmôch,,hmuôch
915,nhà,"pơdi, hnam, anih anơ̆m, tơdỉ",,"hnam, chơdŏng hnam wal, pah til"
916,bệnh viện,,,hnam bơgang
917,tù,,,hnam kron
918,nhà thuốc,,,hnam tĕch bơgang
919,nhà rông,"jual, rông",,hnam wal
920,giấc ngủ,,,hngiêl tep
921,ngó,,,hnhăi
922,liếc,kơleng,Blek,hnhăi minh pah măt
923,lườm,ptfnhoi,,hnhăi pơdưng mĕt
924,ngắm nghía,nhem,,hnhăi thuôi
925,rủ,,,"anhŭk, hnhuk"
926,mời,"tơkơi, dai, tơjak, jak",,"ploh, hnhŭk"
927,chen,,"Chur, cher",hniễ
928,lăn,,"Gro ̆ l, tơgro ̆ l",hniễ
929,xô,"chơlŭt, kơsô",,hniễ
930,đẩy,drŭt,"Dru`t, tuh, tơtu`n, tơlỡ, tưk","hniễ, jơră"
931,rợp bóng,,,hning hla long
932,trấu,"hơnuh, anuh",,hnuh
933,hòa bình,,,hnuk hnua
934,học,pơhrăm,"Hõk, pơhrăm",hok
935,học sinh,lung leng,Hõk tro,hok sinh
936,mọc,,,hon
937,mọc lên,,,hon
938,mọc răng,,,hon sơnĕnh
939,họp,,"Hơku`m, hôp",hop
940,héo,"jô, prüt, jeo","Hõnh, jô",hŏnh
941,xẹp,och,"Hro ̆ , och",hŏnh atrep
942,tóp,,,hŏnh hep
943,nó,"hăp, hơ̆p, gi",,"sră, hắp, hơ, hăp"
944,nó,"hăp, hơ̆p, gi",,"sră, hắp, hơ, hăp"
945,nghìn,,,"hơbơ̆u, abơ̆u"
946,ngàn,,,hơbơ̆u
947,bão,"bơhŭt, bơbŭt",,hơbŭt
948,ngô,,,hơbo
949,đều,,,hơdơi
950,cũng,"dĭ, adoi, hơdoi, duh",,"kung , hơdơi"
951,hòa thuận,"hrĕng hơdra, rơhố rơhom","pong băl, Mi`nh rơhngâm",hơdơi hơdơi wă
952,sao,,,"hơdriêng, lĭ yơ, sơnglŏng"
953,cùng,"tơđuă, hngĕng",,"hơdrĭng, adrĭng, adơi"
954,cúng ma,,,hơđŏng atău
955,giật,,,hơđuh
956,giằng,,,hơđuh
957,giỏi,rơgei,"Hơgẽi, juen, rơgẽi","hơgăi, agĕi, gơh hơgĕi"
958,khúc khích,,,"hiê hiê, hơh hah"
959,đứa bé,,Đe hơioh,hơyoh
960,sổ mũi,,,hơkuk
961,xong,"tôch kơ, lơ̆m, dang","keh, Đang","keh , hơleh"
962,trơn,"bơblôih, bơbluih",,"hơlĕch, lơhach"
963,họng,,"Hơlo`ng, dang hơlo`ng",hơlŏng
964,sụt,rơhach,,"hơlih, hơlơ̆m"
965,sụt,rơhach,,"hơlih, hơlơ̆m"
966,treo,"hơtol, atol",,"atol, hơmăk"
967,lộc,,,hơmŏng long
968,lộc cây,,,hơmŏng long
969,rậm,,,hơmôl
970,sán,,,hơmơng
971,mây,"hơmơ̆l, hơmuơl",,hơmưl
972,vội,,"hăt, Pơ ge ̆nh",hơnăt
973,vội vã,"pơgă pơgĕch, kơnăr, pơdĕk, hơma hơmau, hơbưi hơbai, pơgĕnh, kơchu",,hơnăt hơnăt
974,xóc,,,hơnhău
975,xóc lên,,,hơnhău
976,ướt,hơ-iuih,,"yôm, hơnhuih"
977,rơm,,,hơnong
978,mạ,,,"adrih ba, hơnong ba"
979,ì ầm,,,hơnung hơnăng
980,nứa,,,hơ-iơl
981,cây nứa,phat,,hơ-iơl
982,thức,,,hral
983,chưa ngủ,,,hral
984,khổ,,"hrat, Pơmat",hrap tơnat
985,cực,,,hrap tơnat
986,cực khổ,,,hrap tơnat
987,Hrê,,,hre
988,người Hrê,,,hre
989,trăm,hrĕng,,hriêng
990,vắng,,"hru ̆l, Kru ̆l",hrul
991,vắng nhà,,,hrul hnam
992,dẹt,,,hruôch
993,bạc,"hu, ko","Hu, bôk, Tơkôl ","hu, ko, glang"
994,bạc,"hu, ko","Hu, bôk, Tơkôl ","hu, ko, glang"
995,rơi,ruih,,huăng
996,quất,preh,,huăt
997,vụt,,Chuơ ̆r,"tơwing, huăt"
998,đánh cá,,,huăt ka
999,húp,,"Huch, trep",huch
1000,ngoái,,,huê
1001,ngoái lại,,,huê
1002,huyện,,"pu`ng, Apu`ng",huên
1003,thưa,"hui, brang, hrêu hrao, chrel, rơch, kơbrêu kơbrao",,"tơ̆l, hui"
1004,không dày,,,hui
1005,thưa thớt,rơrơch,,hui hui
1006,tắm,,,hum
1007,giun ở đất,,,huôl
1008,thở,,,huôt
1009,hơi thở,jơhngỡm,,"sơhngơ̆m, huôt sơhngơ̆m"
1010,hôn,chŭm,Chũm,hut
1011,ngửi,,,hut
1012,hít,,,hut
1013,đánh hơi,,,hut mơ̆u
1014,mừng,chơt,,"năr sa mŏk, hưch"
1015,hò reo,,,hưch driêu
1016,vui mừng,,Ană hal,"hyôk hiăn , hưch hanh "
1017,kéo,dui,"Ot – Anho`ng ot bro` iă dêh., hor, Săng kep, Hiot - Nhôn ngôi hiot tơle`i., pơdu`ng, Dui","hyot, dui, dui , săng chơkep "
1018,kéo,dui,"Ot – Anho`ng ot bro` iă dêh., hor, Săng kep, Hiot - Nhôn ngôi hiot tơle`i., pơdu`ng, Dui","hyot, dui, dui , săng chơkep "
1019,rứt,,,hyot kơtĕch 
1020,rứt ra,,,hyot kơtĕch 
1021,vui,,Chơt,"bui , hyôk , pui"
1022,sướng,,,hyôk 
1023,êm,abôn,,hyôk 
1024,vui mừng,,Ană hal,"hyôk hiăn , hưch hanh "
1025,vui vẻ,,"Chat hiôk, hơiă","bui , hyôk hiăn "
1026,hài hước,,,hyôk pơtơnh 
1027,quên,hiơt,,hyơt 
1028,phân,,,ich 
1029,cứt,ĭch,,ich 
1030,sạch,"rơgoh, aliĕng",,iêl 
1031,giống,adrĕch,"hơdrẽch, Adrẽch",in
1032,giống nhau,lelăi,,in
1033,nguyên,,,in đŭnh 
1034,như cũ,,,in đŭnh 
1035,tao,,,inh 
1036,tôi,"kâu, tơrôl, inh, ĕng",,inh 
1037,đánh,"reh, kơnhĕch, hơnong",,"it, tôn "
1038,đánh,"reh, kơnhĕch, hơnong",,"it, tôn "
1039,đánh nhau,"tơchok, tơji ",Teh băl,it din bơl 
1040,hay,nŏng,,"liêm, jah, hĕi"
1041,hoặc,dah,Jah,"jah, hĕi"
1042,giỏ,"büng, hơbŭng",Nôm,jak
1043,sọt,,,"tuaih, jak"
1044,đời,,"Chăl, jơ hnơr",jal
1045,cuộc đời,,,jal
1046,bận,hăt,"ưh w ăn, Oe`i tơhlăk","chang, jang , jang"
1047,chài,jal,,jar
1048,chài,jal,,jar
1049,giá,,,jă
1050,giá cả,,,jă
1051,đời sống,,Arih sa,jăl arih
1052,khỏe,,,"grăng, jăng, pran"
1053,khỏe khoắn,,,"jăng pran, breh grăng"
1054,tầng lớp,,,"tăl, jĕl"
1055,gần,giăm,Jể`,"tơklep, jê̆"
1056,tiền,jên,,jên
1057,dịch,tơblơ,,jich
1058,gọt,,Kie`t,jiêt
1059,rìa,,,jih
1060,bờ rào,,,jih bơgal
1061,mang,"băk, jĭl",,jil
1062,hoẵng,,,jil
1063,biến thành,,,jing
1064,trở thành,,,jing
1065,đau,jĭ,Jĩ – Anho`ng ji` kiơ anoh?,jĭ
1066,bệnh,,,jĭ
1067,ốm,akĕ,,jĭ
1068,gai,"chơla, jơla",,jla
1069,tùy,,,jo
1070,tự,,,jo inh
1071,tự mình,,,jo inh
1072,ca,,Ka cho`k,joh
1073,hát,hat,"Joh, hơri",joh
1074,nhồng,,,jong 
1075,rù,,,jô̆
1076,giờ,jơ,Jơ,jơ 
1077,chỉ,"tơbôh, hơ-op, chŏl, pôm","Brai, Tơhlõu","jơ pă , pơchi"
1078,thuống,,,jơdrap 
1079,gậy trỉa lúa bắp,,,jơdrap 
1080,chiếu,"akok, hơkok, chră","Hơkok, Pơdah","sră, chiêu , jơdră "
1081,rọi,,,"nhơk, jơdră "
1082,sâu,hơdrông,,jơdrông 
1083,sâu,hơdrông,,jơdrông 
1084,vợt,hơdrơy,,jơdrơ̆u 
1085,vợt,hơdrơy,,jơdrơ̆u 
1086,chổi,,,jơdruih 
1087,trống,chơhoh,,"jơgơ̆i , tơmông"
1088,trống,chơhoh,,"jơgơ̆i , tơmông"
1089,đã,,,jơh
1090,cả,,,"jơlang, đí, plăt"
1091,rắn mối,,,"muôl, jơliêng "
1092,thằn lần,,,jơliêng 
1093,nhím,"jơma, khĕm",,jơma 
1094,mào gà,jtfmrang,,jơmang yĕr  
1095,dận,,,jơmuk 
1096,dận xuống,,,jơmuk 
1097,trỉa,"proi, drăk",,"jơdrap , jơmul"
1098,buổi,,,"buôi, jơnang "
1099,lúc trước,,,jơnang adroln sơ̆ 
1100,lúc nãy,,,jơnang noh hĕi 
1101,buổi tối,,,jơnang kơmăng 
1102,buổi chiều,kơxơ̆,,"jơnang kơsơ̆ , kơsơ̆ "
1103,lúc đó,,,jơnang noh 
1104,khi đó,,,jơnang noh 
1105,buổi sáng,pơgê,,"bơgê , jơnang pơgê "
1106,lúc đầu,jôigơgỡl,,"jơnang pơtơm , đưng pơtơm, jơnang pơtơm"
1107,Chiến thắng,,,jơne tih
1108,chung,"hơtŭm, atŭm",,jơnŭm
1109,cùng nhau,"tơbrìl, chŭng",,jơnŭm jơnăm
1110,đẩy,drŭt,"Dru`t, tuh, tơtu`n, tơlỡ, tưk","hniễ, jơră"
1111,giơ,,,jơro
1112,dân tộc,,Adre`ch bơngai,jơ̆n tŭk
1113,khắp,,Jỡp,jơ̆p
1114,khắp nơi,"pơjơ̆p, jơp, jợjơp",Jỡp jang,"jơ̆p jang, jơ̆p"
1115,khắp nơi,"pơjơ̆p, jơp, jợjơp",Jỡp jang,"jơ̆p jang, jơ̆p"
1116,cột,"hơngoch, hngăk hngŏn, chô̆, kơlut",,"jrăng, jrăng tơm"
1117,cột,"hơngoch, hngăk hngŏn, chô̆, kơlut",,"jrăng, jrăng tơm"
1118,đa,,,jri
1119,cây đa,jri,Along jri,jri
1120,dốc đứng,"nak, rơnak",,jroh
1121,bướng,,,jrơl
1122,hỗn láo,,,jrơl
1123,trộn,lŭk,,jrơ̆u
1124,lụi,,,jruh
1125,tàn,,,jruh
1126,rụng,,,jruh
1127,trũng,,,jrŭ
1128,vực,,Chơkơi,jrŭ
1129,lõm,,,"jrŭ tuôih, glô̆ glă "
1130,kim,,,jrưm
1131,quen,"pơjôk, juăt",,"juăt, lăh"
1132,xuống,jur,Jur,jul
1133,buồn bã,,,juô jot
1134,nai,"juey, juơy",,juôi
1135,giẫm,,,"juô̆, gơdăp"
1136,xéo,,,"juô̆, gơdăp"
1137,thạo,,,juơ̆t
1138,túm,,,jŭp
1139,túm lại,tơjõm,,jŭp bơ̆i 
1140,chân,"jỡng, jĭng",,jưng 
1141,chân núi,,,jưng kông 
1142,chân trời,,,jưng plĕnh 
1143,giường,,Giơng,jương 
1144,cá,ka,Ka,ka 
1145,cám ơn,,Bơnề,kam ơn 
1146,cằm,kang,,kang 
1147,hàm,,Kơting tơb`ong,kang 
1148,lều,,Pơxu ̆n,kang kưt 
1149,chòi,"rơnơh, kŭ, hơdrŏn, adrŏn, dơ̆m, apăm",,"kang kưt , wăk"
1150,cày,,,"long kăi, kăi"
1151,chúng nó,kăn hăp,,"kăn hăp , pre hơ, kăn"
1152,chúng nó,kăn hăp,,"kăn hăp , pre hơ, kăn"
1153,cắn,"chĕn, hơ-o, kăp, joh",Kăp,kăp 
1154,mím,,,kăp
1155,nhấm,,,kăp biê̆ biê̆ 
1156,cắt,"puơt, kăt","puăt, ret, kăt, yuă, Châng",kăt 
1157,gặt,,"Kăt, yuă",kăt
1158,xong,"tôch kơ, lơ̆m, dang","keh, Đang","keh , hơleh"
1159,dê rừng,,,keh 
1160,sơn dương,keh,,keh 
1161,bé,hơ-iĕ,,ken 
1162,nhỏ,"tơklẽl, nhĕ nhŏ, krĕ, tơkel, iĕ, tbböl, ioh, kơbŏl, klĕl, pơleu",,ken 
1163,bé nhỏ,,,ken đĕch 
1164,nhỏ xíu,"iĕ iĕn, tơlak ’dak, nhĕ",,ken kŏch 
1165,đần tơ rưng,chĭng klơk,,kĕng 
1166,ép,,Roi,"kep, pơkep"
1167,kẹp,"gap, nep",Ke`p,kep
1168,cấu,,"Kô cho`u, kach",ket
1169,ngắt,"pơleh, kơxep",,ket
1170,tuốt,,,kêch
1171,hú,,,khaih
1172,khám,,Khăm,kham
1173,nói,"khan, diơ, pơma",,"khan, tơja, pơđam, akhan"
1174,nói,"khan, diơ, pơma",,"khan, tơja, pơđam, akhan"
